title,label,label_encoder,cleaned_text 
National Attention On Ayotte - Hassan (*NH) Senate Race,FAKE,0,national attention ayotte hassan senate race
Trump has lit a fire. Can it be contained?,REAL,1,trump light fire contain
Energy Update – Super High Geomagnetic Solar Winds,FAKE,0,energy update super high geomagnetic solar wind
Family history hounds Jeb Bush on campaign trail,REAL,1,family history hound jeb bush campaign trail
Donors to G.O.P. Candidates: You’re on Your Own,REAL,1,donors candidates
What's NaNoWriMo? Your Story. 30 Days. Try it.,FAKE,0,nanowrimo story days try
Investors Intelligence Says Here Is The Key To A Turnaround In Gold & Silver!,FAKE,0,investors intelligence say key turnaround gold silver
Allowing Refugees in US an Open Door to Terror?,REAL,1,allow refugees open door terror
The Loosening Grip,FAKE,0,loosen grip
"Holder: Ferguson shooter 'disgusting,' 'punk'",REAL,1,holder ferguson shooter disgust punk
‘Are We Next?’,REAL,1,next
Reductress » This Little Girl’s Mind-Blowing Protest Speech Is Everything Her Mother Told Her to Say,FAKE,0,reductress little girl mind blow protest speech everything mother tell say
Gay Rights Will Continue to Divide Republicans: Albert R. Hunt,REAL,1,gay right continue divide republicans albert hunt
Love Trumps Hate: GoFundMe To Rebuild Church Torched By Trump Supporter SHATTERS Fundraising Records,FAKE,0,love trump hate gofundme rebuild church torch trump supporter shatter fundraise record
Jake Tapper: Where were U.S. leaders in Paris march?,REAL,1,jake tapper leaders paris march
Hillary Campaign Launching Attacks on the FBI,FAKE,0,hillary campaign launch attack fbi
Report: Trump Used Foundation Money to Launch Presidential Campaign,REAL,1,report trump use foundation money launch presidential campaign
"Republicans start small on ObamaCare, cross fingers for court intervention",REAL,1,republicans start small obamacare cross finger court intervention
Don’t Despair: Why This Election Is Our Greatest Blessing,FAKE,0,despair election greatest bless
Re: It Is Now Mathematically Impossible To Pay Off The U.S. National Debt,FAKE,0,mathematically impossible pay national debt
Trump relents after withholding medical records,REAL,1,trump relent withhold medical record
"President Obama Gets Real, Not Revenge, On Republicans",FAKE,0,president obama get real revenge republicans
We can't reward Hillary Clinton with the White House for breaking all the rules,REAL,1,reward hillary clinton white house break rule
Hillary accepts the nomination: A bold speech for a singular moment in American history,REAL,1,hillary accept nomination bold speech singular moment american history
ECB policymakers tout December stimulus extension,FAKE,0,ecb policymakers tout december stimulus extension
Here’s How Goldman Sachs Lays People Off | Financial Markets,FAKE,0,goldman sachs lay people financial market
George P. Bush says father Jeb Bush is ‘seriously considering’ 2016 run,REAL,1,george bush say father jeb bush seriously consider 2016 run
Ben Carson’s harsh spotlight: An unfit candidate struggles under intense scrutiny,REAL,1,ben carson harsh spotlight unfit candidate struggle intense scrutiny
How Hedonistic Game Became The Gateway To Virtuous Truths,FAKE,0,hedonistic game become gateway virtuous truths
Rachel Dolezal's brother: She's 'making up more lies',REAL,1,rachel dolezal brother make lie
Transforming hope into reality for patients of drug-resistant TB,FAKE,0,transform hope reality patients drug resistant
Court ruling on NSA spying splits 2016 field,REAL,1,court rule nsa spy split 2016 field
The Battle at UNESCO,FAKE,0,battle unesco
"Rubio shifts tactics; Trump sticks to themes, seeks unity at subdued GOP debate",REAL,1,rubio shift tactics trump stick theme seek unity subdue gop debate
Poll: 6 in 10 Back Renewal of NSA Data Collection,REAL,1,poll back renewal nsa data collection
Baltimore in flames: senseless,REAL,1,baltimore flame senseless
"In Nevada caucuses, Trump gets a third straight win",REAL,1,nevada caucus trump get third straight win
How Ted Cruz outfoxed Donald Trump in Iowa,REAL,1,ted cruz outfox donald trump iowa
"Stronger together? Yes, Mrs. Clinton, but what does 'together' really mean?",REAL,1,stronger together yes mrs clinton together really mean
:,FAKE,0,
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials,FAKE,0,think would look like suppose picture real extraterrestrials
"Rep. Jason Chaffetz launches bid for House speaker, shaking up GOP leadership race",REAL,1,rep jason chaffetz launch bid house speaker shake gop leadership race
Hillary Clinton showed us a glimpse of her soul at Benghazi hearings. It was chilling,REAL,1,hillary clinton show glimpse soul benghazi hear chill
Orlando: The mainstream media serves up a false narrative about terror attack,REAL,1,orlando mainstream media serve false narrative terror attack
"Jeb Bush Smoked Marijuana, Bullied Other Students In High School",REAL,1,jeb bush smoke marijuana bully students high school
Ted Cruz says motivating conservatives is key to winning White House,REAL,1,ted cruz say motivate conservatives key win white house
Netanyahu — Flanked by Boehner — Calls for 'Better Deal' with Iran,REAL,1,netanyahu flank boehner call better deal iran
What Is At Stake In The Election,FAKE,0,stake election
Inside the swing-state playbooks,REAL,1,inside swing state playbooks
Top 10 toxins that are poisoning your kids,FAKE,0,top toxins poison kid
Even Doctors Are Surprised: This Recipe Renews The Knees And Joints!,FAKE,0,even doctor surprise recipe renew knees joint
A suburban tide against Trump could sink his election bid,REAL,1,suburban tide trump could sink election bid
Anonymous Released Video Exposing Huma Abedin Days Before FBI Announcement,FAKE,0,anonymous release video expose huma abedin days fbi announcement
Hillary Reveals Her Pick for Secretary of State – This Woman CANNOT be Elected!,FAKE,0,hillary reveal pick secretary state woman elect
Open carry comes to Texas: Why the Lone Star state will be safer in 2016,REAL,1,open carry come texas lone star state safer 2016
The Jeb Bush Health Plan: Five Ways It Differs From What Obama's Done,REAL,1,jeb bush health plan five ways differ obama
New Player in the ISIS War: Christian Gazillionaire Foster Friess,REAL,1,new player isis war christian gazillionaire foster fry
"CNN Fired Donna Brazile 2 Weeks Ago, Made It Public Now After Wikileaks Revelation",FAKE,0,cnn fire donna brazile weeks ago make public wikileaks revelation
Reduce Nurse Burnout by Treating Nurses as Well as We Treat Patients,FAKE,0,reduce nurse burnout treat nurse well treat patients
Boehner takes revenge,REAL,1,boehner take revenge
How Asia trade deal could make or break Obama's foreign policy vision (+video),REAL,1,asia trade deal could make break obama foreign policy vision video
Suspects In Paris Magazine Attack Killed; Market Gunman And 4 Hostages Also Dead,REAL,1,suspect paris magazine attack kill market gunman hostages also dead
FBI Plan B fails: Clinton to be next president,FAKE,0,fbi plan fail clinton next president
How U.S. Schools Can Improve Math Education - The Onion - America's Finest News Source,FAKE,0,school improve math education onion america finest news source
Why riots happen in places like Baltimore,REAL,1,riot happen place like baltimore
"Re: Don’t CLICK that, stupid! Is this email from March 2016 where #PodestaEmails21 and others started?",FAKE,0,click stupid email march 2016 podestaemails21 others start
"Police Department Is Being Evicted – Lafayette, CA",FAKE,0,police department evict lafayette
"In a break with Obama, Clinton lays out tougher worldview",REAL,1,break obama clinton lay tougher worldview
House Republicans try to gut a key American principle,REAL,1,house republicans try gut key american principle
"After Gingrich Attacks Megyn Kelly Over 'Sex,' Trump Advisor's 'Threat' Against Her Blows Up Online",FAKE,0,gingrich attack megyn kelly sex trump advisor threat blow online
Halloween Pumpkin Carving Scenes at the Hospital | GomerBlog,FAKE,0,halloween pumpkin carve scenes hospital gomerblog
Wall St. Republicans' dark secret,REAL,1,wall republicans dark secret
"Poll: Trump, Carson top GOP race; Clinton leads Dems but support drops",REAL,1,poll trump carson top gop race clinton lead dems support drop
"Love Him or Hate Him, Anderson Cooper Just Put a 3rd Degree Burn on Newt for Megyn Kelly 'Sex' Insult",FAKE,0,love hate anderson cooper put 3rd degree burn newt megyn kelly sex insult
Dreaming Beyond Capitalism: a Culture Without Fear,FAKE,0,dream beyond capitalism culture without fear
Fact-checking the third round of GOP debates,REAL,1,fact check third round gop debate
Anonymous: World War 3 Is On The Horizon (In 2016),FAKE,0,anonymous world war horizon 2016
A Barbaric Race Of Underground-Dwelling Giants Once Inhabited The Mount Shasta Region...,FAKE,0,barbaric race underground dwell giants inhabit mount shasta region
The Murder Shaking San Francisco’s Liberal Soul,REAL,1,murder shake san francisco liberal soul
"Sanders sharpening message, attacks on Clinton after Nevada loss",REAL,1,sanders sharpen message attack clinton nevada loss
McMullin surge threatens to squeeze Trump's already narrow path to victory,REAL,1,mcmullin surge threaten squeeze trump already narrow path victory
Proposed Bill Calls for Reconciliation Between Turkey and Armenia,REAL,1,propose bill call reconciliation turkey armenia
No Pain No Gain? Lockheed Struggles to Finalize Deal With Pentagon on F-35 Lots,FAKE,0,pain gain lockheed struggle finalize deal pentagon lot
"Non-confrontational style, social media aiding Ben Carson's surge in polls",REAL,1,non confrontational style social media aid ben carson surge poll
Shootings In Chattanooga: What We Know About The Alleged Gunman,REAL,1,shoot chattanooga know allege gunman
The fourth GOP debate is more about the party’s path than personal attacks,REAL,1,fourth gop debate party path personal attack
"PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” – TruthFeed",FAKE,0,piers morgan get high horse hillary one candidate neck fbi probe name donald truthfeed
Diehard GOP mom: No mother could ever vote for Trump,REAL,1,diehard gop mom mother could ever vote trump
GRAPHIC VIDEO Shows White Officer Shooting Unarmed Black Man In Back,REAL,1,graphic video show white officer shoot unarm black man back
GOP 2016 candidates look to seize momentum out of debates,REAL,1,gop 2016 candidates look seize momentum debate
Feds Arrest Two Women In New York City In Alleged Terror Plot,REAL,1,feds arrest two women new york city allege terror plot
Trump or Clinton - Life or Death,FAKE,0,trump clinton life death
"Trump, Clinton cautiously optimistic ahead of Iowa caucuses",REAL,1,trump clinton cautiously optimistic ahead iowa caucus
Trump in the White House    : Information,FAKE,0,trump white house information
Democrats Playing Class Card To Split the White Vote,FAKE,0,democrats play class card split white vote
White House: Obama would veto Keystone bill,REAL,1,white house obama would veto keystone bill
Massive Spike In Obamacare Health Premiums Could Boost Trump To Victory,FAKE,0,massive spike obamacare health premiums could boost trump victory
US-led coalition killed 300 Syrian civilians in 11 probed strikes – Amnesty,FAKE,0,lead coalition kill 300 syrian civilians probe strike amnesty
Half Of Russians Fear Syria Could Spark WW3,FAKE,0,half russians fear syria could spark ww3
Bill O’Reilly’s humiliating bust: Does Fox News have guts to suspend its own serial exaggerator?,REAL,1,bill reilly humiliate bust fox news gut suspend serial exaggerator
76ers Send Clear Message Over Anthem Singer's Shirt: Keep Politics Off the Court & Just Do Your Job,FAKE,0,76ers send clear message anthem singer shirt keep politics court job
Hillary’s cash flow issue,REAL,1,hillary cash flow issue
Iran Gives Investors Glimpse of $30 Billion in Oil Deals to Come,REAL,1,iran give investors glimpse billion oil deal come
"Charleston church massacre suspect caught, but answers elude victims' loved ones",REAL,1,charleston church massacre suspect catch answer elude victims love ones
William F. Buckley would have loathed Fox News: Inside the right-wing media’s intellectual downfall,REAL,1,william buckley would loathe fox news inside right wing media intellectual downfall
"Listen to the Donald Trump voters: It has taken an ignorant demagogue to tell truth about GOP, humiliate party establishment",REAL,1,listen donald trump voters take ignorant demagogue tell truth gop humiliate party establishment
Clinton says electing Trump would be 'historic mistake',REAL,1,clinton say elect trump would historic mistake
It’s A Setup: Dems Claim Russians Will Undermine Elections With Fake Documents Showing Voter Fraud,FAKE,0,setup dems claim russians undermine elections fake document show voter fraud
Conservatives Cheer Research Saying Cuts To Unemployment Benefits Helped The Economy,REAL,1,conservatives cheer research say cut unemployment benefit help economy
The GOP front-runner? It's not Jeb Bush,REAL,1,gop front runner jeb bush
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence | RedFlag News,FAKE,0,get ready civil unrest survey find americans concern election violence redflag news
Critics pounce as Obama again shows he isn’t easy on America,REAL,1,critics pounce obama show easy america
Key Time In Collective Human History,FAKE,0,key time collective human history
Cruz allies prevail in North Dakota delegate race,REAL,1,cruz ally prevail north dakota delegate race
US Election an elaborate John Lewis Christmas campaign. More soon.,FAKE,0,election elaborate john lewis christmas campaign soon
Why the Iowa caucuses have such a massive impact on the presidential race,REAL,1,iowa caucus massive impact presidential race
So you think SUVs are safe? Shocking video,FAKE,0,think suvs safe shock video
"Hillary Clinton, Bernie Sanders: King's legacy is alive",REAL,1,hillary clinton bernie sanders king legacy alive
Russia's 'White Book' on Syria shakes up UN Security Council,FAKE,0,russia white book syria shake security council
Irony Redefined: “Human Rights Champion” Suu Kyi Jails Dissidents,FAKE,0,irony redefine human right champion suu kyi jail dissidents
Chart Of The Day: Since 2009—–Recovery For The 5%; Stagnation for the 95%,FAKE,0,chart day since 2009 recovery stagnation
"Trump Will Go Away, but the Anger He’s Stirred Up Is Just Getting Started",REAL,1,trump away anger stir get start
14 key moments from the Democratic debate,REAL,1,key moments democratic debate
US-Korean Relations and the New US President | New Eastern Outlook,FAKE,0,korean relations new president new eastern outlook
Seven things I’ve learned by covering the third-party candidates,REAL,1,seven things learn cover third party candidates
"To nominate Clinton, it takes a village",REAL,1,nominate clinton take village
Podesta WikiLeaks UFO Updates — New Names Dragged Down the UFO Rabbit Hole,FAKE,0,podesta wikileaks ufo update new name drag ufo rabbit hole
Donald Trump’s statement on the Fox News debate has to be seen to be believed,REAL,1,donald trump statement fox news debate see believe
"With 95% of Votes In, All Signs Point to a Trump Victory in Florida",FAKE,0,vote sign point trump victory florida
It’s No Surprise That Trump Might Not Accept Election Results. He’s Never Accepted Democratic Norms.,REAL,1,surprise trump might accept election result never accept democratic norms
"Obama's last State of the Union address in three words: Disjointed, irrelevant and disappointing",REAL,1,obama last state union address three word disjoint irrelevant disappoint
2016 Tribute to our Troops: veterans who continue to serve,FAKE,0,2016 tribute troop veterans continue serve
Limbaugh: Democrats would 'destroy Jesus Christ',FAKE,0,limbaugh democrats would destroy jesus christ
Hillary Clinton's Second Amendment,REAL,1,hillary clinton second amendment
Chattanooga shooting: History of attacks on U.S. military,REAL,1,chattanooga shoot history attack military
"Obama calls for end to nuclear weapons, but U.S. disarmament is slowest since 1980",REAL,1,obama call end nuclear weapons disarmament slowest since 1980
Pentagon weighs using force to protect US-backed Syria rebels targeted by Russia,REAL,1,pentagon weigh use force protect back syria rebel target russia
Global UFO “Invasion” Stirs Panic! Military Denies Involvement 10/29/16 [VIDEO],FAKE,0,global ufo invasion stir panic military deny involvement video
Wreckage in wake of bungled House coup,REAL,1,wreckage wake bungle house coup
"Why Nevada was a bad sign for Bernie Sanders's ""political revolution""",REAL,1,nevada bad sign bernie sanders political revolution
New York restores order for 2016 front-runners,REAL,1,new york restore order 2016 front runners
"If Clinton goes down, Loretta Lynch will go down with her",FAKE,0,clinton loretta lynch
Pope calls on Catholics to shelter Europe's migrants,REAL,1,pope call catholics shelter europe migrants
The World War 3 Conspiracy – Episode 1,FAKE,0,world war conspiracy episode
This dad’s tweets about Halloween with his young daughters are brilliant,FAKE,0,dad tweet halloween young daughters brilliant
3 winners and 2 losers from Saturday night's Republican debate,REAL,1,winners losers saturday night republican debate
"The Oregon militia standoff, explained",REAL,1,oregon militia standoff explain
This is what it’s like to be a Bush stuck at the bottom of the polls,REAL,1,like bush stick bottom poll
Flashback: Clinton campaign’s press secretary once thought it was a bad look to second-guess James Comey – twitchy.com,FAKE,0,flashback clinton campaign press secretary think bad look second guess jam comey twitchy com
7 takeaways from the first Democratic debate,REAL,1,takeaways first democratic debate
Donald Trump: 'I want surveillance of certain mosques',REAL,1,donald trump want surveillance certain mosques
Ky. clerk’s attorney: New marriage licenses ‘not worth the paper they’re written on’,REAL,1,clerk attorney new marriage license worth paper write
The GOP case against Loretta Lynch falls apart,REAL,1,gop case loretta lynch fall apart
Comment on Trump’s Walk of Fame Star Vandalized by MeThePeople,FAKE,0,comment trump walk fame star vandalize methepeople
Ruth Bader Ginsburg regrets 'ill-advised' remarks about Donald Trump,REAL,1,ruth bader ginsburg regret ill advise remark donald trump
PressTV-Brazil football legend Carlos Alberto laid to rest,FAKE,0,presstv brazil football legend carlos alberto lay rest
"Dead heat: Trump, Clinton tied in 3 swing-state polls",REAL,1,dead heat trump clinton tie swing state poll
Tony Blair helpfully describes Remain voters as ‘insurgents’,FAKE,0,tony blair helpfully describe remain voters insurgents
The United States Is Pre-Positioning “Enemy Assets” In Preparation For A Rigged Election,FAKE,0,unite state pre position enemy assets preparation rig election
Russia’s Syria intervention may force choice on Obama: Act or yield,REAL,1,russia syria intervention may force choice obama act yield
2016 latest: Spirit of Christmas to be replaced with ‘Every man for himself’. More soon.,FAKE,0,2016 latest spirit christmas replace every man soon
Ted Cruz launches bid; Some pundits paint him as scary extremist,REAL,1,ted cruz launch bid pundits paint scary extremist
Pope Francis at 9/11 memorial: 'We can never forget them',REAL,1,pope francis memorial never forget
Fights Over 'Religious Freedom' And Gay Rights Are Costing Republicans,REAL,1,fight religious freedom gay right cost republicans
Breakthrough Listen Project to Focus on 'Alien Megastructure',FAKE,0,breakthrough listen project focus alien megastructure
Prison sentences are getting shorter. But racial disparities are getting worse.,REAL,1,prison sentence get shorter racial disparities get worse
US election: Hillary Clinton's problem with young women,REAL,1,election hillary clinton problem young women
Neither Dictator nor King,REAL,1,neither dictator king
Comment on Man of Sin: Obama says illegal aliens can vote because they are U.S. citizens by Christian Zionist,FAKE,0,comment man sin obama say illegal alien vote citizens christian zionist
The Most Unhealthy Jobs in America,FAKE,0,unhealthy job america
Obama delivers emotional eulogy for Beau Biden,REAL,1,obama deliver emotional eulogy beau biden
Man burned by fajitas while praying can't sue Applebee's,REAL,1,man burn fajitas pray sue applebee
Taliban Militants Attack Afghan Parliament In Kabul,REAL,1,taliban militants attack afghan parliament kabul
Close call: Russia-U.S. ‘near-miss’ problem moves to Syrian air space,FAKE,0,close call russia near miss problem move syrian air space
Polls show GOP presidential primary fight wide open,REAL,1,poll show gop presidential primary fight wide open
Poll: Rubio leads the GOP pack in matchup against Clinton,REAL,1,poll rubio lead gop pack matchup clinton
Washington’s Intent is Economic Destabilization and “Regime Change” In Venezuela,FAKE,0,washington intent economic destabilization regime change venezuela
GOP debate: No one trumps Trump and six other takeaways from Las Vegas,REAL,1,gop debate one trump trump six takeaways las vegas
Mike Huckabee's daughter: Negative tone in GOP race helps Clinton,REAL,1,mike huckabee daughter negative tone gop race help clinton
One of the Most Undervalued Storable Survival Foods,FAKE,0,one undervalue storable survival foods
America gives Grand Piano to horse,FAKE,0,america give grand piano horse
BREAKING: Obama: “We Have Not Had a Major Scandal” in My Administration! HAHAHA!,FAKE,0,break obama major scandal administration hahaha
Clinton turns Trump attacks up to 11,REAL,1,clinton turn trump attack
2 gunmen killed following deadly Tunisian museum attack that left 21 dead,REAL,1,gunmen kill follow deadly tunisian museum attack leave dead
Winners and losers from the 7th Republican presidential debate,REAL,1,winners losers 7th republican presidential debate
"If you use Facebook to get your news, please — for the love of democracy — read this first",REAL,1,use facebook get news please love democracy read first
"Iraqi forces, civilians flee as ISIS gains control of Ramadi, US official says",REAL,1,iraqi force civilians flee isis gain control ramadi official say
"VIDEO : Black Professor, “Black Voters Are Breaking For Trump”",FAKE,0,video black professor black voters break trump
'America is already great': Obama urges US to back Clinton in DNC speech,REAL,1,america already great obama urge back clinton dnc speech
"Clinton, Trump eye Michigan wins as candidates face first big Midwest test",REAL,1,clinton trump eye michigan win candidates face first big midwest test
Queen Elizabeth II owns every dolphin in Britain and doesn't need a driving licence and doesn't pay tax — here are the incredible powers you didn't know the monarchy has,FAKE,0,queen elizabeth every dolphin britain need drive licence pay tax incredible power know monarchy
EgyptAir Flight 804: Final moments questioned,REAL,1,egyptair flight 804 final moments question
How Donald Trump could win,REAL,1,donald trump could win
The Republicans' Red Scare,REAL,1,republicans red scare
A Message to my Fellow Republicans,REAL,1,message fellow republicans
Cameron set to press Obama on tech encryption,REAL,1,cameron set press obama tech encryption
Man uses Trump victory as excuse to call ex-girlfriend,FAKE,0,man use trump victory excuse call girlfriend
"Extreme weather to cause extreme food shortages, task force finds",REAL,1,extreme weather cause extreme food shortages task force find
San Bernardino divers reportedly pull object from water in evidence search,REAL,1,san bernardino divers reportedly pull object water evidence search
Death of Saudi King Abdullah brings uncertain new era for US in Middle East,REAL,1,death saudi king abdullah bring uncertain new era middle east
Rembrandt Art Proves Chapter 22 of Genesis (MUST SEE),FAKE,0,rembrandt art prove chapter genesis must see
Fact-checker takes Obama to task for gun claims,REAL,1,fact checker take obama task gun claim
3 Year Old Son of Singer Michael Bublé Diagnosed With Cancer,FAKE,0,year old son singer michael bublé diagnose cancer
Obama's Remarks on 'Most Peaceful' World Ring Hollow in Dangerous Middle East,REAL,1,obama remark peaceful world ring hollow dangerous middle east
Re: America Is The Loneliest Country In The World – Is It Because We’ve Abandoned The Traditional Family Structure?,FAKE,0,america loneliest country world abandon traditional family structure
John Kasich wooing Iowans mostly from New Hampshire,REAL,1,john kasich woo iowans mostly new hampshire
"Syrian War Report – November 9, 2016: Russian Navy Is Ready to Strike Terrorists in Aleppo",FAKE,0,syrian war report november 2016 russian navy ready strike terrorists aleppo
The #1 Reason Why People Are Voting for Trump,FAKE,0,reason people vote trump
Why Trump's talk of a rigged vote is so dangerous,REAL,1,trump talk rig vote dangerous
Is Western Civilization Worth Saving?,FAKE,0,western civilization worth save
Secretive GOP Group Targets Trump for Destruction,REAL,1,secretive gop group target trump destruction
The Fantasy of a Better Iran Deal,REAL,1,fantasy better iran deal
Netanyahu’s contempt for President Obama,REAL,1,netanyahu contempt president obama
Meet The Couples Fighting To Make Marriage Equality The Law Of The Land,REAL,1,meet couple fight make marriage equality law land
GOP’s demonic new crusade: Right-wing zealots look for even crueler ways to treat the poor like garbage,REAL,1,gop demonic new crusade right wing zealots look even crueler ways treat poor like garbage
Candace Cameron Bure Dishes on the Main Conservative Issue Driving Her to the Polls,FAKE,0,candace cameron bure dish main conservative issue drive poll
Ben Carson vs. Ben Carson,REAL,1,ben carson ben carson
"Carson, GOP White House candidates critical of Obama’s Syria plan for 50 Special Ops troops",REAL,1,carson gop white house candidates critical obama syria plan special ops troop
No Account for You,FAKE,0,account
Iran nuclear talks reportedly hit snag over lifting of sanctions as Obama makes appeal to Iran's people,REAL,1,iran nuclear talk reportedly hit snag lift sanction obama make appeal iran people
Mitch McConnell Pledges To Avoid Debt Ceiling Disaster,REAL,1,mitch mcconnell pledge avoid debt ceiling disaster
Hillary Clinton: The Alt-Right Has 'Effectively Taken Over the Republican Party',REAL,1,hillary clinton alt right effectively take republican party
Nation Mourns 9 Victims In Charleston Church Shooting,REAL,1,nation mourn victims charleston church shoot
Steve Pieczenik: U.S. Intelligence Waging Coup Against Corrupt Clintons » REGATED,FAKE,0,steve pieczenik intelligence wag coup corrupt clintons regated
Comment software has been rolled back to old version,FAKE,0,comment software roll back old version
Round Up the Unusual Suspects: Moneyball Nerds Squeeze Out Blacks & Latinos from Baseball Jobs,FAKE,0,round unusual suspect moneyball nerds squeeze black latinos baseball job
Trump VP’s plane slides off runway at New York airport,FAKE,0,trump plane slide runway new york airport
UK Child Protection Services workers are ‘afraid’ to challenge the ages of Muslim invaders for fear of ending up in court,FAKE,0,child protection service workers afraid challenge age muslim invaders fear end court
Anti-Communist Group Makes Their First Ever Endorsement Toward The Donald.. Media Silent,FAKE,0,anti communist group make first ever endorsement toward donald media silent
Lynch faces Congress in attorney general hearing,REAL,1,lynch face congress attorney general hear
The Conspiracy “Theory” Conspiracy [Video Documentary],FAKE,0,conspiracy theory conspiracy video documentary
Clinton's Policies Look Like a Death Sentence for Americans,FAKE,0,clinton policies look like death sentence americans
State Dept. IDs 2 Americans killed in Nepal quake; 2 others reportedly dead,REAL,1,state dept ids americans kill nepal quake others reportedly dead
Time to press the presidential candidates on Flint’s water crisis,REAL,1,time press presidential candidates flint water crisis
This is why Trump was smart to avoid her: Megyn Kelly just crushed the GOP debate,REAL,1,trump smart avoid megyn kelly crush gop debate
"Life: Touching: After Her Brother Passed Away, This Woman Took Over His Facebook Page To Continue Sharing Islamophobic Rhetoric",FAKE,0,life touch brother pass away woman take facebook page continue share islamophobic rhetoric
Clinton Foundation will continue to accept foreign money during Hillary's run,REAL,1,clinton foundation continue accept foreign money hillary run
"Boy wearing a ‘My dad is an ATM’ T-shirt chased by mob; father frisked, robbed",FAKE,0,boy wear dad atm shirt chase mob father frisk rob
Why Isn’t NSA Surveillance an Election Issue?,FAKE,0,nsa surveillance election issue
"Genius Kid Trolled White House Halloween Party, Idiot Obama Didn’t Notice",FAKE,0,genius kid troll white house halloween party idiot obama notice
Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters,FAKE,0,police turn badge rather incite violence stand rock protesters
The judge immigration foes wanted,REAL,1,judge immigration foes want
Madman Merkel Demands the Internet Publicly Release All Closed-Source Code,FAKE,0,madman merkel demand internet publicly release close source code
Here's How Obamacare Is Going To Affect Your Taxes,REAL,1,obamacare affect tax
George Will: Trump's judge comments prompted exit from GOP,REAL,1,george trump judge comment prompt exit gop
"Vote as if your life depended upon it, because it does.",FAKE,0,vote life depend upon
The new argument against gay equality: Same-sex marriage kills,REAL,1,new argument gay equality sex marriage kill
Dem convention speeches Day 4: 's Reality Check Team vets the claims,REAL,1,dem convention speeches day reality check team vet claim
Now Ted Cruz is the enemy: Rupert Murdoch and WSJ open fire in new GOP civil war,REAL,1,ted cruz enemy rupert murdoch wsj open fire new gop civil war
"The last days of Washington, D.C.: America can no longer mask its steep decline",REAL,1,last days washington america longer mask steep decline
16 Times The Obama Administration Lied About The President's Position On Same-Sex Marriage,REAL,1,time obama administration lie president position sex marriage
Alternative Cancer Treatments With Positive Results and Generic-Drug Probe to Be Filed by Year-End,FAKE,0,alternative cancer treatments positive result generic drug probe file year end
"In Bronx, Sanders voters find more common ground with Trump than Clinton",REAL,1,bronx sanders voters find common grind trump clinton
The debate moderators missed the opportunity to ask about a real Democratic divide,REAL,1,debate moderators miss opportunity ask real democratic divide
Four big takeaways from Trump's 'Acela Primary' triumph,REAL,1,four big takeaways trump acela primary triumph
Elite conservative moneymen remain on sidelines,REAL,1,elite conservative moneymen remain sideline
Goldman Sachs Endorses Hillary Clinton For President,FAKE,0,goldman sachs endorse hillary clinton president
Russia carries out new airstrikes in Syria,REAL,1,russia carry new airstrikes syria
McConnell to Obama: Dems started the SCOTUS wars,REAL,1,mcconnell obama dems start scotus war
Pacific Islanders may have DNA of unknown human species,FAKE,0,pacific islanders may dna unknown human species
WOW! Coláiste Lurgan Sing In English For A Change And It’s Shit,FAKE,0,wow coláiste lurgan sing english change shit
"TRUMPED: After Deceiving The American People, The New York Times Vows To Start ‘Reporting Honestly’",FAKE,0,trump deceive american people new york time vow start report honestly
Glenn Reynolds: Donald Trump is the response to a bullying culture,REAL,1,glenn reynolds donald trump response bully culture
"Donald Trump, a threat the Founding Fathers foresaw: He proves the need for the Electoral College — and is the best case for superdelegates",REAL,1,donald trump threat found father foresee prove need electoral college best case superdelegates
Dr. Mercola: The Dangers of LED Lights,FAKE,0,mercola dangers lead light
Six Corporations Will Soon Rule the Planet,FAKE,0,six corporations soon rule planet
FBI Wiretapped Corruption Suspect Discussing Clinton Deals,FAKE,0,fbi wiretapped corruption suspect discuss clinton deal
Refugees scooped out of Lake Erie,FAKE,0,refugees scoop lake erie
Re: America Has Become A Lawless Nation – Hillary Clinton Magically Cleared By The FBI,FAKE,0,america become lawless nation hillary clinton magically clear fbi
White House counterterrorism adviser Rand Beers to retire,REAL,1,white house counterterrorism adviser rand beers retire
Why swing voters are vanishing from US politics,REAL,1,swing voters vanish politics
Netanyahu: Obama's Iranian Nuclear Deal Worse Than Israel Feared,REAL,1,netanyahu obama iranian nuclear deal worse israel fear
HILLARY PROMISES END TO VIOLENCE THROUGH CIVILIAN DISARMAMENT,FAKE,0,hillary promise end violence civilian disarmament
"More Evidence Emerges Proving What a Shameless, Crony Fraud Evan Bayh Is",FAKE,0,evidence emerge prove shameless crony fraud evan bayh
"Research Suggests Gun Background Checks Work, But They're Not Everything",REAL,1,research suggest gun background check work everything
"60 Civilians Killed, 200 Injured As US-Led Airstrikes Hit a School In Iraq",FAKE,0,civilians kill 200 injure lead airstrikes hit school iraq
Re: OUCH! Hillary Clinton’s self-unaware lecture about religious freedom given important disclaimers,FAKE,0,ouch hillary clinton self unaware lecture religious freedom give important disclaimers
